oos_period,row_model,col_model,adjacency_matrice
238,3,1,0.16707649692453538
238,3,2,0.0
238,3,3,0.0
238,3,4,0.0
238,3,5,0.0
238,3,6,0.0
238,3,7,0.0
238,3,8,0.0
238,4,1,0.29288106343135545
238,4,2,0.24861950019319803
238,4,3,0.6554869877625892
238,4,4,0.0
238,4,5,0.09894260118229677
238,4,6,0.008389120085642568
238,4,7,0.11079433437209543
238,4,8,0.06134479542176686
238,5,1,0.2309369742019555
238,5,2,0.24048610499595183
238,5,3,0.1735999204310917
238,5,4,0.0
238,5,5,0.0
238,5,6,0.2142567058668427
238,5,7,0.031536273841669495
238,5,8,0.0
238,6,1,0.15426613098798955
238,6,2,0.0
238,6,3,0.004630299961953921
238,6,4,0.0
238,6,5,0.0
238,6,6,0.0
238,6,7,0.0
238,6,8,0.0
238,7,1,0.2274150464627128
238,7,2,0.09595567980100371
238,7,3,0.19108622396011157
238,7,4,0.0
238,7,5,0.0
238,7,6,0.09339166674381956
238,7,7,0.0
238,7,8,0.0
238,8,1,0.3127673779301147
238,8,2,0.19088244647605565
238,8,3,0.07728168548373303
238,8,4,0.0
238,8,5,0.09296959107162481
238,8,6,0.10734545246316973
238,8,7,0.10970299587359442
238,8,8,0.0
239,1,1,0.0
239,1,2,0.0
239,1,3,0.0
239,1,4,0.0
239,1,5,0.03934294534963957
239,1,6,0.0
239,1,7,0.0
239,1,8,0.0
239,2,1,0.05950388869645039
239,2,2,0.0
239,2,3,0.0
239,2,4,0.0
239,2,5,0.009193889128192467
239,2,6,0.1719180575128919
239,2,7,0.0
239,2,8,0.0
239,3,1,0.14806040619141322
239,3,2,0.22324136577791096
239,3,3,0.0
239,3,4,0.0
239,3,5,0.0
239,3,6,0.3051886096102956
239,3,7,0.08059076085315979
239,3,8,0.0
239,4,1,0.29751333339373703
239,4,2,0.2513908345525688
239,4,3,0.32862779624388694
239,4,4,0.0
239,4,5,0.41994658986219774
239,4,6,0.1470718904194945
239,4,7,0.16380408042093147
239,4,8,0.0
239,5,1,0.0
239,5,2,0.0
239,5,3,0.2306650489275166
239,5,4,0.0
239,5,5,0.0
239,5,6,0.04629781389711429
239,5,7,0.2576449169044972
239,5,8,0.0
239,6,1,0.07276136403521205
239,6,2,0.0
239,6,3,0.0
239,6,4,0.0
239,6,5,0.0
239,6,6,0.0
239,6,7,0.0
239,6,8,0.0
239,7,1,0.23017514661942787
239,7,2,0.04882374863913813
239,7,3,0.0
239,7,4,0.0
239,7,5,0.0
239,7,6,0.0990829208177074
239,7,7,0.0
239,7,8,0.0
239,8,1,0.38392266783947726
239,8,2,0.29477170010895015
239,8,3,0.46356456059457435
239,8,4,0.10214559799402441
239,8,5,0.06626673309773784
239,8,6,0.15725785007218707
239,8,7,0.06399369940200275
239,8,8,0.0
240,1,1,0.0
240,1,2,0.0
240,1,3,0.0
240,1,4,0.0
240,1,5,0.0
240,1,6,0.11868252863382317
240,1,7,0.0
240,1,8,0.0
240,2,1,0.05693645925181113
240,2,2,0.0
240,2,3,0.24397511766850388
240,2,4,0.0
240,2,5,0.0
240,2,6,0.7076569983692708
240,2,7,0.0
240,2,8,0.0
240,3,1,0.1371215275688209
240,3,2,0.0
240,3,3,0.0
240,3,4,0.0
240,3,5,0.12445775899526872
240,3,6,0.3531920804560306
240,3,7,0.0
240,3,8,0.030754795240732234
240,4,1,0.2789794710257582
240,4,2,0.27364462936106126
240,4,3,0.5639241744790975
240,4,4,0.0
240,4,5,0.21681295134154818
240,4,6,0.3576762058350909
240,4,7,0.11950085022117478
240,4,8,0.16506455822689753
240,5,1,0.11535640403387996
240,5,2,0.05483900674257324
240,5,3,0.0
240,5,4,0.0
240,5,5,0.0
240,5,6,0.0
240,5,7,0.0
240,5,8,0.0
240,6,1,0.0
240,6,2,0.0
240,6,3,0.0
240,6,4,0.0
240,6,5,0.030894125916498774
240,6,6,0.0
240,6,7,0.0
240,6,8,0.0
240,7,1,0.18864389328842993
240,7,2,0.042541025906245825
240,7,3,0.1288805392384145
240,7,4,0.0
240,7,5,0.07680599669976337
240,7,6,0.39877939946741414
240,7,7,0.0
240,7,8,0.0
240,8,1,0.22135609649583823
240,8,2,0.14081649971753235
240,8,3,0.0
240,8,4,0.0
240,8,5,0.13693473647882967
240,8,6,0.0833083400245217
240,8,7,0.07214276791251842
240,8,8,0.0
241,1,1,0.0
241,1,2,0.0
241,1,3,0.0
241,1,4,0.0
241,1,5,0.018126434046314952
241,1,6,0.12089191253685858
241,1,7,0.0
241,1,8,0.0
241,2,1,0.08145948638414177
241,2,2,0.0
241,2,3,0.02607681921886438
241,2,4,0.0
241,2,5,0.0984318745971085
241,2,6,0.4866115705604585
241,2,7,0.0007070640090486872
241,2,8,0.0
241,3,1,0.08121279425888857
241,3,2,0.0
241,3,3,0.0
241,3,4,0.0
241,3,5,0.0
241,3,6,0.42616672593894117
241,3,7,0.0
241,3,8,0.0
241,4,1,0.2692315691442617
241,4,2,0.21639482693554454
241,4,3,0.5680764309673645
241,4,4,0.0
241,4,5,0.2331397250090208
241,4,6,0.5043540211035262
241,4,7,0.13363850835327706
241,4,8,0.03124995407668639
241,5,1,0.0
241,5,2,0.0
241,5,3,0.21982969754624923
241,5,4,0.0
241,5,5,0.0
241,5,6,0.2318945616363092
241,5,7,0.03269476181852135
241,5,8,0.0
241,6,1,0.0
241,6,2,0.0
241,6,3,0.0
241,6,4,0.0
241,6,5,0.0
241,6,6,0.0
241,6,7,0.0
241,6,8,0.0
241,7,1,0.18245748561791508
241,7,2,0.0
241,7,3,0.05478574506368489
241,7,4,0.0
241,7,5,0.0
241,7,6,0.3045555042703504
241,7,7,0.0
241,7,8,0.0
241,8,1,0.23402077769267207
241,8,2,0.15236845325951331
241,8,3,0.2767483846633593
241,8,4,0.0
241,8,5,0.11630451423139783
241,8,6,0.30066641256997984
241,8,7,0.07667801344893616
